tribunal,grau,nome_orgao,ano,mes,processo,codigo_da_ultima_classe,nome_da_ultima_classe,codigos_assuntos,data_de_referencia,formato,codigo_orgao,status,data_de_inicio,data_da_ultima_movimentacao,dias_de_antiguidade,codigo,descricao
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,9,5036232-68.2023.4.04.0000,11881,AGRAVO EM RECURSO ESPECIAL,10445.0,02/09/2024,Eletronico,12728,Baixado,11/04/2024,,,10445.0,Esbulho / Turbacao / Ameaca
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,9,5036232-68.2023.4.04.0000,11881,AGRAVO EM RECURSO ESPECIAL,8829.0,02/09/2024,Eletronico,12728,Baixado,11/04/2024,,,8829.0,Competencia 
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,1055083-43.2021.8.26.0100,11881,AGRAVO EM RECURSO ESPECIAL,4680.0,16/08/2024,Eletronico,12728,Baixado,13/05/2024,,,4680.0,Marca
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,9,2270785-66.2023.8.26.0000,11881,AGRAVO EM RECURSO ESPECIAL,12489.0,05/09/2024,Eletronico,12728,Baixado,11/06/2024,,,12489.0,Tratamento medico-hospitalar
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,2276603-96.2023.8.26.0000,11881,AGRAVO EM RECURSO ESPECIAL,9607.0,09/08/2024,Eletronico,12728,Baixado,09/05/2024,,,9607.0,Contratos Bancarios
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5021930-32.2021.4.03.0000,11881,AGRAVO EM RECURSO ESPECIAL,6048.0,26/08/2024,Eletronico,12728,Baixado,23/05/2024,,,6048.0,Contribuicoes Previdenciarias
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5059968-47.2019.8.21.0001,11881,AGRAVO EM RECURSO ESPECIAL,10496.0,08/08/2024,Eletronico,12728,Baixado,11/04/2024,,,10496.0,Promessa de Compra e Venda
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,0000406-12.2018.8.16.0085,11881,AGRAVO EM RECURSO ESPECIAL,9596.0,28/08/2024,Eletronico,12728,Baixado,07/06/2024,,,9596.0,Prestacao de Servicos
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,0000406-12.2018.8.16.0085,11881,AGRAVO EM RECURSO ESPECIAL,12947.0,28/08/2024,Eletronico,12728,Baixado,07/06/2024,,,12947.0,Antecipacao de Tutela / Recebimento como Cautelar 
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,1004988-14.2023.8.26.0011,11881,AGRAVO EM RECURSO ESPECIAL,7774.0,14/08/2024,Eletronico,12728,Baixado,14/05/2024,,,7774.0,Servicos Profissionais
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5002671-24.2022.4.03.6141,11881,AGRAVO EM RECURSO ESPECIAL,14899.0,28/08/2024,Eletronico,12728,Baixado,10/06/2024,,,14899.0,Cofins
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5002671-24.2022.4.03.6141,11881,AGRAVO EM RECURSO ESPECIAL,6035.0,28/08/2024,Eletronico,12728,Baixado,10/06/2024,,,6035.0,Cofins
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5002671-24.2022.4.03.6141,11881,AGRAVO EM RECURSO ESPECIAL,14900.0,28/08/2024,Eletronico,12728,Baixado,10/06/2024,,,14900.0,PIS
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5002671-24.2022.4.03.6141,11881,AGRAVO EM RECURSO ESPECIAL,6036.0,28/08/2024,Eletronico,12728,Baixado,10/06/2024,,,6036.0,Contribuicao Social sobre o Lucro Liquido
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5002671-24.2022.4.03.6141,11881,AGRAVO EM RECURSO ESPECIAL,6039.0,28/08/2024,Eletronico,12728,Baixado,10/06/2024,,,6039.0,PIS
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5002671-24.2022.4.03.6141,11881,AGRAVO EM RECURSO ESPECIAL,5933.0,28/08/2024,Eletronico,12728,Baixado,10/06/2024,,,5933.0,IRPJ/Imposto de Renda de Pessoa Juridica
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5002671-24.2022.4.03.6141,11881,AGRAVO EM RECURSO ESPECIAL,6013.0,28/08/2024,Eletronico,12728,Baixado,10/06/2024,,,6013.0,Aliquota Zero
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5003184-07.2013.8.27.2713,11881,AGRAVO EM RECURSO ESPECIAL,4960.0,23/08/2024,Eletronico,12728,Baixado,28/05/2024,,,4960.0,Cedula de Credito Bancario
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,9,1020934-94.2023.8.26.0053,1032,RECURSO ESPECIAL,6107.0,04/09/2024,Eletronico,12728,Baixado,10/05/2024,,,6107.0,Auxilio-Acidente (Art. 86)
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5001261-85.2020.4.04.7138,1032,RECURSO ESPECIAL,6177.0,23/08/2024,Eletronico,12728,Baixado,23/04/2024,,,6177.0,Concessao
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5001261-85.2020.4.04.7138,1032,RECURSO ESPECIAL,6118.0,23/08/2024,Eletronico,12728,Baixado,23/04/2024,,,6118.0,Aposentadoria por Tempo de Contribuicao (Art. 55/6)
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5000142-52.2008.8.21.0009,11881,AGRAVO EM RECURSO ESPECIAL,10459.0,23/08/2024,Eletronico,12728,Baixado,12/04/2024,,,10459.0,Usucapiao Ordinaria
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,1034454-57.2022.8.26.0506,11881,AGRAVO EM RECURSO ESPECIAL,9597.0,09/08/2024,Eletronico,12728,Baixado,24/04/2024,,,9597.0,Seguro
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,0808730-57.2022.4.05.8200,1032,RECURSO ESPECIAL,12838.0,16/08/2024,Eletronico,12728,Baixado,19/03/2024,,,12838.0,Manutencao e Desenvolvimento do Ensino
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,5019022-69.2022.4.04.7200,11881,AGRAVO EM RECURSO ESPECIAL,5983.0,13/08/2024,Eletronico,12728,Baixado,16/04/2024,,,5983.0,CNPJ/Cadastro Nacional de Pessoas Juridicas
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,10,1011599-74.2021.8.26.0068,11881,AGRAVO EM RECURSO ESPECIAL,10445.0,15/10/2024,Eletronico,12728,Baixado,29/05/2024,,,10445.0,Esbulho / Turbacao / Ameaca
STJ,SUP,SUPERIOR TRIBUNAL DE JUSTICA,2024,8,1004606-22.2020.8.26.0562,11881,AGRAVO EM RECURSO ESPECIAL,5952.0,06/08/2024,Eletronico,12728,Baixado,13/05/2024,,,5952.0,IPTU/ Imposto Predial e Territorial Urbano
