tribunal,grau,nome_orgao,ano,mes,processo,codigo_da_ultima_classe,nome_da_ultima_classe,codigos_assuntos,data_de_referencia,formato,codigo_orgao,status,data_de_inicio,data_da_ultima_movimentacao,dias_de_antiguidade,codigo,descricao
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,4,7000228-23.2024.7.00.0000,417,APELACAO CRIMINAL,11295,2024-04-08,Eletronico,32713,Novo,,,,11295,Recusa a obediencia
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,4,7000228-23.2024.7.00.0000,417,APELACAO CRIMINAL,10935,2024-04-08,Eletronico,32713,Novo,,,,10935,Desclassificacao
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,4,7000207-47.2024.7.00.0000,417,APELACAO CRIMINAL,11164,2024-04-03,Eletronico,32713,Novo,,,,11164,Furto de uso
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000358-13.2024.7.00.0000,417,APELACAO CRIMINAL,10952,2024-05-27,Eletronico,32713,Novo,,,,10952,Fato Atipico
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000358-13.2024.7.00.0000,417,APELACAO CRIMINAL,11321,2024-05-27,Eletronico,32713,Novo,,,,11321,Falsidade ideologica
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,4,7000255-06.2024.7.00.0000,417,APELACAO CRIMINAL,11327,2024-04-15,Eletronico,32713,Novo,,,,11327,Desacato a militar
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000338-22.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,11321,2024-05-17,Eletronico,32713,Novo,,,,11321,Falsidade ideologica
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000338-22.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,10610,2024-05-17,Eletronico,32713,Novo,,,,10610,Trancamento
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000338-22.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,11262,2024-05-17,Eletronico,32713,Novo,,,,11262,Calunia
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000338-22.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,11295,2024-05-17,Eletronico,32713,Novo,,,,11295,Recusa a obediencia
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000341-74.2024.7.00.0000,427,REMESSA NECESSARIA CRIMINAL,11321,2024-05-17,Eletronico,32713,Novo,,,,11321,Falsidade ideologica
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000341-74.2024.7.00.0000,427,REMESSA NECESSARIA CRIMINAL,10610,2024-05-17,Eletronico,32713,Novo,,,,10610,Trancamento
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000341-74.2024.7.00.0000,427,REMESSA NECESSARIA CRIMINAL,11262,2024-05-17,Eletronico,32713,Novo,,,,11262,Calunia
STM,SUP,GABINETE DO MINISTRO ARTUR VIDIGAL DE OLIVEIRA,2024,5,7000341-74.2024.7.00.0000,427,REMESSA NECESSARIA CRIMINAL,11295,2024-05-17,Eletronico,32713,Novo,,,,11295,Recusa a obediencia
