tribunal,grau,nome_orgao,ano,mes,processo,codigo_da_ultima_classe,nome_da_ultima_classe,codigos_assuntos,data_de_referencia,formato,codigo_orgao,status,data_de_inicio,data_da_ultima_movimentacao,dias_de_antiguidade,codigo,descricao
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,3,7000128-68.2024.7.00.0000,1710,MANDADO DE SEGURANCA CRIMINAL,8919,2024-03-03,Eletronico,32722,Novo,,,,8919,Nulidade
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,3,7000128-68.2024.7.00.0000,1710,MANDADO DE SEGURANCA CRIMINAL,10607,2024-03-03,Eletronico,32722,Novo,,,,10607,Quebra do Sigilo Bancario
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,5,7000298-40.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,7928,2024-05-03,Eletronico,32722,Novo,,,,7928,Liberdade Provisoria
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,5,7000298-40.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,3633,2024-05-03,Eletronico,32722,Novo,,,,3633,Crimes do Sistema Nacional de Armas
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,5,7000298-40.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,4355,2024-05-03,Eletronico,32722,Novo,,,,4355,Prisao Preventiva
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,7,7000446-51.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,7928,2024-07-02,Eletronico,32722,Novo,,,,7928,Liberdade Provisoria
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,7,7000446-51.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,11127,2024-07-02,Eletronico,32722,Novo,,,,11127,Desercao
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,7,7000446-51.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,4355,2024-07-02,Eletronico,32722,Novo,,,,4355,Prisao Preventiva
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,8,7000518-38.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,11352,2024-08-03,Eletronico,32722,Novo,,,,11352,Corrupcao ativa
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,8,7000518-38.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,4272,2024-08-03,Eletronico,32722,Novo,,,,4272,Trancamento
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,8,7000518-38.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,11103,2024-08-03,Eletronico,32722,Novo,,,,11103,Prescricao
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,8,7000559-05.2024.7.00.0000,1710,MANDADO DE SEGURANCA CRIMINAL,11321,2024-08-15,Eletronico,32722,Novo,,,,11321,Falsidade ideologica
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,8,7000559-05.2024.7.00.0000,1710,MANDADO DE SEGURANCA CRIMINAL,9098,2024-08-15,Eletronico,32722,Novo,,,,9098, Cabimento
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,8,7000559-05.2024.7.00.0000,1710,MANDADO DE SEGURANCA CRIMINAL,11324,2024-08-15,Eletronico,32722,Novo,,,,11324,Uso de documento falso
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,8,7000559-05.2024.7.00.0000,1710,MANDADO DE SEGURANCA CRIMINAL,11103,2024-08-15,Eletronico,32722,Novo,,,,11103,Prescricao
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,10,7000664-79.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,15056,2024-10-25,Eletronico,32722,Novo,,,,15056,Acordo de Nao Persecucao Penal
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,10,7000664-79.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,8939,2024-10-25,Eletronico,32722,Novo,,,,8939, Suspensao do Processo
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,10,7000664-79.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,4371,2024-10-25,Eletronico,32722,Novo,,,,4371,Rejeicao
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,10,7000664-79.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,11167,2024-10-25,Eletronico,32722,Novo,,,,11167,Estelionato
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,11,7000723-67.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,4272,2024-11-22,Eletronico,32722,Novo,,,,4272,Trancamento
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,11,7000723-67.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,11353,2024-11-22,Eletronico,32722,Novo,,,,11353,Corrupcao passiva
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,11,7000723-67.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,3642,2024-11-22,Eletronico,32722,Novo,,,,3642,Crimes da Lei de licitacoes
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,11,7000723-67.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,11315,2024-11-22,Eletronico,32722,Novo,,,,11315,Peculato
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,11,7000723-67.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,8939,2024-11-22,Eletronico,32722,Novo,,,,8939, Suspensao do Processo
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,12,7000758-27.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,15056,2024-12-10,Eletronico,32722,Novo,,,,15056,Acordo de Nao Persecucao Penal
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,12,7000758-27.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,11171,2024-12-10,Eletronico,32722,Novo,,,,11171,Dano material ou aparelhamento de guerra
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,12,7000758-27.2024.7.00.0000,307,HABEAS CORPUS CRIMINAL,4371,2024-12-10,Eletronico,32722,Novo,,,,4371,Rejeicao
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2025,1,7000024-42.2025.7.00.0000,307,HABEAS CORPUS CRIMINAL,11275,2025-01-17,Eletronico,32722,Novo,,,,11275,Violencia contra militar de servico
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2025,1,7000024-42.2025.7.00.0000,307,HABEAS CORPUS CRIMINAL,11055,2025-01-17,Eletronico,32722,Novo,,,,11055,Competencia da Justica Militar da Uniao
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2025,1,7000018-35.2025.7.00.0000,307,HABEAS CORPUS CRIMINAL,7928,2025-01-15,Eletronico,32722,Novo,,,,7928,Liberdade Provisoria
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2025,1,7000018-35.2025.7.00.0000,307,HABEAS CORPUS CRIMINAL,11207,2025-01-15,Eletronico,32722,Novo,,,,11207,"Trafico, posse ou uso de entorpecente ou substancia de efeito similar"
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2025,1,7000018-35.2025.7.00.0000,307,HABEAS CORPUS CRIMINAL,4355,2025-01-15,Eletronico,32722,Novo,,,,4355,Prisao Preventiva
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,5,7000328-75.2024.7.00.0000,428,REVISAO CRIMINAL,10952,2024-05-13,Eletronico,32722,Novo,,,,10952,Fato Atipico
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,5,7000328-75.2024.7.00.0000,428,REVISAO CRIMINAL,11097,2024-05-13,Eletronico,32722,Novo,,,,11097,Perda do Posto e da Patente
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,5,7000328-75.2024.7.00.0000,428,REVISAO CRIMINAL,8939,2024-05-13,Eletronico,32722,Novo,,,,8939, Suspensao do Processo
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,5,7000328-75.2024.7.00.0000,428,REVISAO CRIMINAL,11094,2024-05-13,Eletronico,32722,Novo,,,,11094,Indignidade para o Oficialato
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,5,7000328-75.2024.7.00.0000,428,REVISAO CRIMINAL,11167,2024-05-13,Eletronico,32722,Novo,,,,11167,Estelionato
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,3,sigiloso(671711636),307,HABEAS CORPUS CRIMINAL,5851,2024-03-06,Eletronico,32722,Novo,,,,5851,Assedio Sexual
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,3,sigiloso(671711636),307,HABEAS CORPUS CRIMINAL,8939,2024-03-06,Eletronico,32722,Novo,,,,8939, Suspensao do Processo
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,3,sigiloso(671711636),307,HABEAS CORPUS CRIMINAL,12397,2024-03-06,Eletronico,32722,Novo,,,,12397,Importunacao Sexual
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,3,sigiloso(671711636),307,HABEAS CORPUS CRIMINAL,8919,2024-03-06,Eletronico,32722,Novo,,,,8919,Nulidade
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,10,sigiloso(714822587),307,HABEAS CORPUS CRIMINAL,11127,2024-10-18,Eletronico,32722,Novo,,,,11127,Desercao
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,7,7000492-40.2024.7.00.0000,11034,CONSELHO DE JUSTIFICACAO,11097,2024-07-24,Eletronico,32722,Novo,,,,11097,Perda do Posto e da Patente
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,7,7000492-40.2024.7.00.0000,11034,CONSELHO DE JUSTIFICACAO,11342,2024-07-24,Eletronico,32722,Novo,,,,11342,"Inobservancia de lei, regulamento ou instrucao"
STM,SUP,GABINETE DO MINISTRO ODILSON SAMPAIO BENZI,2024,7,7000492-40.2024.7.00.0000,11034,CONSELHO DE JUSTIFICACAO,11094,2024-07-24,Eletronico,32722,Novo,,,,11094,Indignidade para o Oficialato
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,1,7000016-02.2024.7.00.0000,417,APELACAO CRIMINAL,15056,2024-01-18,Eletronico,57066,Novo,,,,15056,Acordo de Nao Persecucao Penal
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,1,7000016-02.2024.7.00.0000,417,APELACAO CRIMINAL,10952,2024-01-18,Eletronico,57066,Novo,,,,10952,Fato Atipico
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,1,7000016-02.2024.7.00.0000,417,APELACAO CRIMINAL,10641,2024-01-18,Eletronico,57066,Novo,,,,10641,Penas do Codigo Penal Militar
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,1,7000016-02.2024.7.00.0000,417,APELACAO CRIMINAL,11090,2024-01-18,Eletronico,57066,Novo,,,,11090,Principio da Insignificancia
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,1,7000016-02.2024.7.00.0000,417,APELACAO CRIMINAL,12419,2024-01-18,Eletronico,57066,Novo,,,,12419,Provas em geral
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,1,7000016-02.2024.7.00.0000,417,APELACAO CRIMINAL,11207,2024-01-18,Eletronico,57066,Novo,,,,11207,"Trafico, posse ou uso de entorpecente ou substancia de efeito similar"
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,1,7000025-61.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,11101,2024-01-25,Eletronico,57066,Novo,,,,11101,Indulto
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,1,7000025-61.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,11303,2024-01-25,Eletronico,57066,Novo,,,,11303,Incitamento
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,2,7000048-07.2024.7.00.0000,417,APELACAO CRIMINAL,11069,2024-02-06,Eletronico,57066,Novo,,,,11069,Crime Culposo
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,2,7000048-07.2024.7.00.0000,417,APELACAO CRIMINAL,11238,2024-02-06,Eletronico,57066,Novo,,,,11238,Lesao leve
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,2,7000098-33.2024.7.00.0000,417,APELACAO CRIMINAL,11780,2024-02-21,Eletronico,57066,Novo,,,,11780,Crimes contra o Ordenamento Urbano e o Patrimonio Cultural
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,2,7000098-33.2024.7.00.0000,417,APELACAO CRIMINAL,11055,2024-02-21,Eletronico,57066,Novo,,,,11055,Competencia da Justica Militar da Uniao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,3,7000123-46.2024.7.00.0000,417,APELACAO CRIMINAL,10952,2024-03-01,Eletronico,57066,Novo,,,,10952,Fato Atipico
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,3,7000123-46.2024.7.00.0000,417,APELACAO CRIMINAL,11090,2024-03-01,Eletronico,57066,Novo,,,,11090,Principio da Insignificancia
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,3,7000123-46.2024.7.00.0000,417,APELACAO CRIMINAL,11207,2024-03-01,Eletronico,57066,Novo,,,,11207,"Trafico, posse ou uso de entorpecente ou substancia de efeito similar"
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,3,7000150-29.2024.7.00.0000,417,APELACAO CRIMINAL,8942,2024-03-13,Eletronico,57066,Novo,,,,8942,Extincao do Processo Sem Resolucao de Merito
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,3,7000150-29.2024.7.00.0000,417,APELACAO CRIMINAL,11127,2024-03-13,Eletronico,57066,Novo,,,,11127,Desercao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,3,7000150-29.2024.7.00.0000,417,APELACAO CRIMINAL,11107,2024-03-13,Eletronico,57066,Novo,,,,11107,Estado de Necessidade exculpante
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,3,7000190-11.2024.7.00.0000,417,APELACAO CRIMINAL,8942,2024-03-26,Eletronico,57066,Novo,,,,8942,Extincao do Processo Sem Resolucao de Merito
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,3,7000190-11.2024.7.00.0000,417,APELACAO CRIMINAL,11127,2024-03-26,Eletronico,57066,Novo,,,,11127,Desercao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000247-29.2024.7.00.0000,417,APELACAO CRIMINAL,11330,2024-04-12,Eletronico,57066,Novo,,,,11330,Ingresso clandestino
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000247-29.2024.7.00.0000,417,APELACAO CRIMINAL,11106,2024-04-12,Eletronico,57066,Novo,,,,11106,Estado de Necessidade
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000247-29.2024.7.00.0000,417,APELACAO CRIMINAL,11090,2024-04-12,Eletronico,57066,Novo,,,,11090,Principio da Insignificancia
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000247-29.2024.7.00.0000,417,APELACAO CRIMINAL,11173,2024-04-12,Eletronico,57066,Novo,,,,11173,Dano simples
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000212-69.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,11160,2024-04-04,Eletronico,57066,Novo,,,,11160,Roubo
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000212-69.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,4371,2024-04-04,Eletronico,57066,Novo,,,,4371,Rejeicao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000264-65.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,11317,2024-04-18,Eletronico,57066,Novo,,,,11317,Peculato-furto
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000264-65.2024.7.00.0000,426,RECURSO EM SENTIDO ESTRITO,11101,2024-04-18,Eletronico,57066,Novo,,,,11101,Indulto
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000280-19.2024.7.00.0000,417,APELACAO CRIMINAL,11237,2024-04-25,Eletronico,57066,Novo,,,,11237,Lesao grave
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000280-19.2024.7.00.0000,417,APELACAO CRIMINAL,11069,2024-04-25,Eletronico,57066,Novo,,,,11069,Crime Culposo
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,4,7000280-19.2024.7.00.0000,417,APELACAO CRIMINAL,11111,2024-04-25,Eletronico,57066,Novo,,,,11111,Legitima Defesa
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,6,7000382-41.2024.7.00.0000,417,APELACAO CRIMINAL,11176,2024-06-04,Eletronico,57066,Novo,,,,11176,Apropriacao de coisa havida acidentalmente
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,6,7000382-41.2024.7.00.0000,417,APELACAO CRIMINAL,10952,2024-06-04,Eletronico,57066,Novo,,,,10952,Fato Atipico
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,5,7000320-98.2024.7.00.0000,417,APELACAO CRIMINAL,10952,2024-05-07,Eletronico,57066,Novo,,,,10952,Fato Atipico
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,5,7000320-98.2024.7.00.0000,417,APELACAO CRIMINAL,10523,2024-05-07,Eletronico,57066,Novo,,,,10523,Despenalizacao / Descriminalizacao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,5,7000320-98.2024.7.00.0000,417,APELACAO CRIMINAL,12419,2024-05-07,Eletronico,57066,Novo,,,,12419,Provas em geral
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,5,7000320-98.2024.7.00.0000,417,APELACAO CRIMINAL,11115,2024-05-07,Eletronico,57066,Novo,,,,11115,Substituicao da Pena
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,5,7000320-98.2024.7.00.0000,417,APELACAO CRIMINAL,11207,2024-05-07,Eletronico,57066,Novo,,,,11207,"Trafico, posse ou uso de entorpecente ou substancia de efeito similar"
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,5,7000320-98.2024.7.00.0000,417,APELACAO CRIMINAL,10935,2024-05-07,Eletronico,57066,Novo,,,,10935,Desclassificacao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000473-34.2024.7.00.0000,417,APELACAO CRIMINAL,10952,2024-07-15,Eletronico,57066,Novo,,,,10952,Fato Atipico
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000473-34.2024.7.00.0000,417,APELACAO CRIMINAL,10659,2024-07-15,Eletronico,57066,Novo,,,,10659,Suspeicao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000473-34.2024.7.00.0000,417,APELACAO CRIMINAL,10867,2024-07-15,Eletronico,57066,Novo,,,,10867,Ausencia de Fundamentacao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000473-34.2024.7.00.0000,417,APELACAO CRIMINAL,11286,2024-07-15,Eletronico,57066,Novo,,,,11286,Violencia contra inferior
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000473-34.2024.7.00.0000,417,APELACAO CRIMINAL,10631,2024-07-15,Eletronico,57066,Novo,,,,10631,Desaforamento
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,6,7000393-70.2024.7.00.0000,417,APELACAO CRIMINAL,11352,2024-06-07,Eletronico,57066,Novo,,,,11352,Corrupcao ativa
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,6,7000393-70.2024.7.00.0000,417,APELACAO CRIMINAL,11353,2024-06-07,Eletronico,57066,Novo,,,,11353,Corrupcao passiva
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,6,7000393-70.2024.7.00.0000,417,APELACAO CRIMINAL,12419,2024-06-07,Eletronico,57066,Novo,,,,12419,Provas em geral
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,6,7000393-70.2024.7.00.0000,417,APELACAO CRIMINAL,11324,2024-06-07,Eletronico,57066,Novo,,,,11324,Uso de documento falso
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000458-65.2024.7.00.0000,417,APELACAO CRIMINAL,15056,2024-07-09,Eletronico,57066,Novo,,,,15056,Acordo de Nao Persecucao Penal
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000458-65.2024.7.00.0000,417,APELACAO CRIMINAL,10641,2024-07-09,Eletronico,57066,Novo,,,,10641,Penas do Codigo Penal Militar
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000458-65.2024.7.00.0000,417,APELACAO CRIMINAL,11315,2024-07-09,Eletronico,57066,Novo,,,,11315,Peculato
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000458-65.2024.7.00.0000,417,APELACAO CRIMINAL,10940,2024-07-09,Eletronico,57066,Novo,,,,10940,Depoimento
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,7,7000458-65.2024.7.00.0000,417,APELACAO CRIMINAL,10935,2024-07-09,Eletronico,57066,Novo,,,,10935,Desclassificacao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,8,7000513-16.2024.7.00.0000,417,APELACAO CRIMINAL,11352,2024-08-01,Eletronico,57066,Novo,,,,11352,Corrupcao ativa
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,8,7000513-16.2024.7.00.0000,417,APELACAO CRIMINAL,11353,2024-08-01,Eletronico,57066,Novo,,,,11353,Corrupcao passiva
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,8,7000513-16.2024.7.00.0000,417,APELACAO CRIMINAL,10641,2024-08-01,Eletronico,57066,Novo,,,,10641,Penas do Codigo Penal Militar
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,8,7000513-16.2024.7.00.0000,417,APELACAO CRIMINAL,11342,2024-08-01,Eletronico,57066,Novo,,,,11342,"Inobservancia de lei, regulamento ou instrucao"
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,9,7000019-02.2022.7.04.0004,417,APELACAO CRIMINAL,10940,2024-09-25,Eletronico,57066,Novo,,,,10940,Depoimento
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,9,7000019-02.2022.7.04.0004,417,APELACAO CRIMINAL,10641,2024-09-25,Eletronico,57066,Novo,,,,10641,Penas do Codigo Penal Militar
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,9,7000019-02.2022.7.04.0004,417,APELACAO CRIMINAL,11162,2024-09-25,Eletronico,57066,Novo,,,,11162,Receptacao
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,8,7000035-59.2024.7.08.0008,417,APELACAO CRIMINAL,11324,2024-08-19,Eletronico,57066,Novo,,,,11324,Uso de documento falso
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,8,7000035-59.2024.7.08.0008,417,APELACAO CRIMINAL,15056,2024-08-19,Eletronico,57066,Novo,,,,15056,Acordo de Nao Persecucao Penal
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,8,7000035-59.2024.7.08.0008,417,APELACAO CRIMINAL,10952,2024-08-19,Eletronico,57066,Novo,,,,10952,Fato Atipico
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,10,7000078-74.2023.7.03.0103,417,APELACAO CRIMINAL,10940,2024-10-02,Eletronico,57066,Novo,,,,10940,Depoimento
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,10,7000078-74.2023.7.03.0103,417,APELACAO CRIMINAL,10641,2024-10-02,Eletronico,57066,Novo,,,,10641,Penas do Codigo Penal Militar
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,10,7000078-74.2023.7.03.0103,417,APELACAO CRIMINAL,11330,2024-10-02,Eletronico,57066,Novo,,,,11330,Ingresso clandestino
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,10,7000207-65.2023.7.07.0007,417,APELACAO CRIMINAL,11321,2024-10-18,Eletronico,57066,Novo,,,,11321,Falsidade ideologica
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,10,7000207-65.2023.7.07.0007,417,APELACAO CRIMINAL,12419,2024-10-18,Eletronico,57066,Novo,,,,12419,Provas em geral
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,9,7000351-93.2021.7.01.0001,417,APELACAO CRIMINAL,11349,2024-09-17,Eletronico,57066,Novo,,,,11349,Violacao do dever funcional com o fim de lucro
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,9,7000351-93.2021.7.01.0001,417,APELACAO CRIMINAL,11352,2024-09-17,Eletronico,57066,Novo,,,,11352,Corrupcao ativa
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,9,7000351-93.2021.7.01.0001,417,APELACAO CRIMINAL,10952,2024-09-17,Eletronico,57066,Novo,,,,10952,Fato Atipico
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,9,7000351-93.2021.7.01.0001,417,APELACAO CRIMINAL,11321,2024-09-17,Eletronico,57066,Novo,,,,11321,Falsidade ideologica
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,9,7000351-93.2021.7.01.0001,417,APELACAO CRIMINAL,11353,2024-09-17,Eletronico,57066,Novo,,,,11353,Corrupcao passiva
STM,SUP,GABINETE DO MINISTRO MARCO ANTONIO DE FARIAS,2024,9,7000351-93.2021.7.01.0001,417,APELACAO CRIMINAL,11322,2024-09-17,Eletronico,57066,Novo,,,,11322,Falsificacao de documento
